TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,MAIN_ADDRESS,LATITUDE,LONGITUDE
Co-op for sale,275000,1,1,2184.207862,"98-20 62 Dr Unit 15FRego Park, NY 11374",40.7334099,-73.85851
Co-op for sale,219000,1,1,2184.207862,"68-05 138 St Unit 3BKew Gardens Hills, NY 11367",40.7315119,-73.8286528
Co-op for sale,439000,1,1,2184.207862,"212 E 84th St Apt 2CManhattan, NY 10028",40.7770851,-73.9541834
Co-op for sale,425000,3,1,2184.207862,"24 5th Ave Apt 1512Manhattan, NY 10011",40.7330596,-73.9959886
Multi-family home for sale,599999,4,2,2184.207862,"829 Pine StBrooklyn, NY 11208",40.6647996,-73.868117
Multi-family home for sale,1139000,3,3,2520,"2120 E 26th StBrooklyn, NY 11229",40.5994335,-73.9458671
House for sale,680000,3,2,1296,"605 E 57th StBrooklyn, NY 11234",40.6381159,-73.9218484
Multi-family home for sale,2300000,11,6,2184.207862,"11549 Inwood StJamaica, NY 11436",40.6818734,-73.7962038
Condo for sale,560000,2,2,1008,"155 Bay St Apt 4FStaten Island, NY 10301",40.638148,-74.0756332
Multi-family home for sale,1600000,9,3,3000,"53 E 126th StNew York, NY 10035",40.8062235,-73.9392312
Condo for sale,699900,3,1,558,"80 Park Avenue Ave Unit 10BManhattan, NY 10016",40.7502793,-73.9795235
Condo for sale,1650000,3,2,1493,"150 W 51st St Apt 2116New York, NY 10019",40.7612516,-73.9826113
Co-op for sale,679000,1,1,2184.207862,"319 E 50th St Apt 9ENew York, NY 10022",40.7546656,-73.9675207
Condo for sale,1249000,2,2,2158,"271 McDonald Ave Apt 1ABrooklyn, NY 11218",40.648091,-73.98013
Co-op for sale,438000,1,1,2184.207862,"162 E 2nd St Apt 1ANew York, NY 10009",40.7228235,-73.98509
Co-op for sale,449000,2,1,2184.207862,"99-72 66 Rd Unit 7CRego Park, NY 11374",40.7282347,-73.8522092
Co-op for sale,699000,1,1,2184.207862,"205 E 10th St Apt 4DNew York, NY 10003",40.729738,-73.9861097
Land for sale,1400000,3,2.373860858,2184.207862,"501 E 136th StBronx, NY 10454",40.8065368,-73.9202661
House for sale,709999,4,2,2184.207862,"116-40 148th StJamaica, NY 11436",40.6811881,-73.793438
Condo for sale,699900,3,1,558,"80 Park Avenue Ave Unit 10BManhattan, NY 10016",40.7502793,-73.9795235
Townhouse for sale,24950000,7,5,12000,"6 E 69th StNew York, NY 10021",40.7700688,-73.9679334
Multi-family home for sale,1139000,3,3,2520,"2120 E 26th StBrooklyn, NY 11229",40.5994335,-73.9458671
Co-op for sale,438000,1,1,2184.207862,"162 E 2nd St Apt 1ANew York, NY 10009",40.7228235,-73.98509
Co-op for sale,600000,3,2,1000,"100 W 121st St Apt 64New York, NY 10027",40.8052883,-73.9478167
House for sale,686000,3,2,2184.207862,"116-34 146th StJamaica, NY 11436",40.6808451,-73.7952952
Condo for sale,2255000,2,2,1450,"540 W 49th St Ph 8NNew York, NY 10019",40.764655,-73.994257
Pending,2500000,5,4,4400,"210 Jefferson AveBrooklyn, NY 11216",40.6832052,-73.9491758
Pending,1848888,6,4,3234,"85-26 Edgerton BlvdJamaica, NY 11432",40.7160582,-73.7872685
Co-op for sale,259900,2,1,850,"601 Kappock St Apt 2EBronx, NY 10463",40.8789773,-73.916004
Co-op for sale,399000,1,1,750,"9707 4th Ave Apt 5RBrooklyn, NY 11209",40.614285,-74.0315729
Multi-family home for sale,1479000,7,2.373860858,4200,"1272 E 70th StBrooklyn, NY 11234",40.6244327,-73.913742
Pending,559900,5,2,1886,"7315 Avenue UBrooklyn, NY 11234",40.6211924,-73.905796
House for sale,599000,3,2,1196,"80 Park Hill CirStaten Island, NY 10304",40.6175888,-74.0775836
Multi-family home for sale,2480000,7,6,2740,"57-34 159th StFresh Meadows, NY 11365",40.7411879,-73.8094885
Multi-family home for sale,5995000,8,6,6500,"176 Washington ParkBrooklyn, NY 11205",40.691847,-73.9732656
Condo for sale,4750000,3,2,2060,"40 E 62nd St Apt 5WNew York, NY 10065",40.7649484,-73.9694663
Multi-family home for sale,778000,4,3,1300,"131 Darnell LnStaten Island, NY 10309",40.5358271,-74.2226504
Multi-family home for sale,1125000,6,3,3354,"1046 Morris AveBronx, NY 10456",40.8296324,-73.9159236
Condo for sale,550000,1,1,721,"42-31 Colden St Unit F6DFlushing, NY 11355",40.7539009,-73.8261514
Townhouse for sale,1775000,4,4,2078,"142 A 31st StBrooklyn, NY 11232",40.6473249,-73.9484704
Condo for sale,888000,2,2,1146,"1238 63rd St Apt D324Brooklyn, NY 11219",40.6275896,-74.0016198
Condo for sale,375000,3,1,2184.207862,"454 Nostrand Ave Unit BBrooklyn, NY 11216",40.6834585,-73.9504707
House for sale,15000000,3,2,2184.207862,"89-02 171st StJamaica, NY 11432",40.70971,-73.790302
House for sale,849000,3,2,2256,"3891 Amboy RdStaten Island, NY 10308",40.5518357,-74.1483332
Co-op for sale,185000,3,1,500,"4705 Henry Hudson Pkwy W Apt 4ABronx, NY 10471",40.8952914,-73.9089308
Multi-family home for sale,1250000,5,4,2700,"129 Satterlee StStaten Island, NY 10307",40.5041935,-74.252823
Co-op for sale,349000,2,1,800,"89-22 155th AveHoward Beach, NY 11414",40.6662726,-73.8457131
Co-op for sale,259000,2,1,2184.207862,"285 E 35th St Apt 2DBrooklyn, NY 11203",40.6482666,-73.9442024
Co-op for sale,575000,1,1,850,"118 E 60th St Apt 4BManhattan, NY 10022",40.7630774,-73.9685002
Co-op for sale,500000,4,1,2184.207862,"133 W 140th St Apt 21Manhattan, NY 10030",40.8178093,-73.9391738
Co-op for sale,399999,2,1,2184.207862,"648 Grand St Apt 3FBrooklyn, NY 11211",40.7112984,-73.9463142
Condo for sale,10800000,5,6,4544,"50 Bridge Park Dr Unit 22ABBrooklyn, NY 11201",40.692916,-74.0008815
Co-op for sale,239000,1,1,750,"3103 Fairfield Ave Apt 10JBronx, NY 10463",40.8836826,-73.9144424
Multi-family home for sale,6950000,6,6,32000,"367 E 201st StBronx, NY 10458",40.8694599,-73.882195
Multi-family home for sale,979000,5,2,2392,"910 Faile StBronx, NY 10474",40.8201064,-73.8877326
Condo for sale,599999,2,1,932,"478 Bainbridge St Apt 3ABedford Stuyvesant, NY 11233",40.6822675,-73.9178308
Condo for sale,699000,3,2,1290,"80-06 47th Ave Unit 4PElmhurst, NY 11373",40.7402182,-73.8844499
Multi-family home for sale,1400000,5,4,2184.207862,"2978 Avenue ZBrooklyn, NY 11235",40.5895581,-73.9376469
House for sale,649000,3,2,1188,"2509 Mill AveBrooklyn, NY 11234",40.610384,-73.910535
Co-op for sale,5475000,4,4,2184.207862,"900 5th Ave Apt 4AManhattan, NY 10021",40.7719126,-73.967281
Co-op for sale,224000,1,1,2184.207862,"67-66 108 St Unit C4Forest Hills, NY 11375",40.7276199,-73.84686
Condo for sale,590000,3,1,579,"400 Central Park W Apt 3TNew York, NY 10025",40.7942099,-73.9636725
Co-op for sale,1050000,3,2,2184.207862,"205 E 63rd St Apt 19ENew York, NY 10065",40.7640501,-73.964336
Multi-family home for sale,2288000,6,4,3280,"1774 70th StBrooklyn, NY 11204",40.6164146,-73.9938038
House for sale,1175000,3,2,1240,"299 Bay 13th StBrooklyn, NY 11214",40.6034711,-74.0124361
Condo for sale,838000,3,2,706,"48 Market St Apt 3ANew York, NY 10002",40.7118928,-73.9940945
Pending,995000,4,2,2184.207862,"45-53 169 StFlushing, NY 11358",40.7543498,-73.797977
Condo for sale,1345000,1,2,752,"140 E 63rd St # 4MNNew York, NY 10065",40.7644486,-73.9662417
Co-op for sale,339000,1,1,910,"68-09 Booth St Unit 6MForest Hills, NY 11375",40.7244239,-73.8511076
Co-op for sale,999000,1,1,2184.207862,"1010 Fifth Ave Unit 4BBManhattan, NY 10028",40.7789146,-73.9619806
Contingent,2499000,7,4,2268,"26 Hart StBrooklyn, NY 11206",40.6927739,-73.951031
Co-op for sale,289000,1,1,750,"118-17 Union Turnpike Tpke Unit 2FQueens, NY 11375",40.7129779,-73.8345967
Multi-family home for sale,1350000,3,5,3210,"43-15 54th StWoodside, NY 11377",40.7432038,-73.9105824
House for sale,850000,2,2,1122,"1621 73rd StBrooklyn, NY 11204",40.6172561,-73.9989227
Townhouse for sale,1450000,6,4,2800,"575 E 28th StBrooklyn, NY 11210",40.6367665,-73.9497245
Co-op for sale,549995,3,1,2184.207862,"57 Montague St Apt 8KBrooklyn, NY 11201",40.6957468,-73.9970996
Condo for sale,995000,3,2,1175,"2545 Frederick Douglass Blvd Apt DManhattan, NY 10030",40.817538,-73.94614
House for sale,880000,2,2,1120,"1808 Avenue YBrooklyn, NY 11235",40.6104879,-73.955347
House for sale,775000,3,2,2184.207862,"46 Aviston StStaten Island, NY 10306",40.5572427,-74.1202564
Condo for sale,330000,3,2,1067,"776 Brook Ave Unit 33BBronx, NY 10451",40.8203804,-73.9109368
Multi-family home for sale,789000,3,4,1900,"40 Winant PlStaten Island, NY 10309",40.5364742,-74.2389448
Co-op for sale,288000,1,1,800,"8853 Bay 16th St Apt 3ABrooklyn, NY 11214",40.6028929,-74.0093853
Co-op for sale,2399000,2,2,2391,"249 W 29th St Apt 2ENew York, NY 10001",40.7489369,-73.9948023
House for sale,589000,3,2,1320,"111 Abbey CtBrooklyn, NY 11229",40.5905162,-73.9233755
Co-op for sale,250000,3,1,2184.207862,"37-30 83rd St Unit 5Jackson Heights, NY 11372",40.7493341,-73.8834178
Contingent,1495000,3,2,1590,"301 E 52nd St Apt 4BNew York, NY 10022",40.7561092,-73.9669846
Co-op for sale,225000,1,1,2184.207862,"84-40 153rd Ave Unit 5MHoward Beach, NY 11414",40.6660965,-73.8478793
Co-op for sale,380000,2,1,850,"1855 E 12th St Apt 5ABrooklyn, NY 11229",40.6041775,-73.9603087
Multi-family home for sale,1800000,11,5,3969,"1637 Nelson AveBronx, NY 10453",40.8470503,-73.9188566
Townhouse for sale,939000,3,2,1728,"61-44 77th StMiddle Village, NY 11379",40.7223997,-73.8818876
Co-op for sale,150000,3,1,2184.207862,"98-34 63rd Dr Unit 6GGQueens, NY 11374",40.731183,-73.857622
Multi-family home for sale,889000,5,2,2184.207862,"101-11 Remington StJamaica, NY 11435",40.6939213,-73.810465
Condo for sale,665000,2,1,1120,"80-09 35th Ave Unit A8Jackson Heights, NY 11372",40.7519149,-73.8861292
Condo for sale,899000,1,2,1151,"95 Dikeman St Apt 1RBrooklyn, NY 11231",40.6764286,-74.013234
Townhouse for sale,10750000,5,6,5771,"123 E 80th StNew York, NY 10075",40.776067,-73.9588179
Townhouse for sale,3200000,5,6,5400,"121 W 136th StManhattan, NY 10030",40.8153973,-73.9412519
Townhouse for sale,399985,2,1,1148,"923 Rockaway AveBrownville, NY 11212",40.6570214,-73.9072202
Co-op for sale,437500,1,1,2184.207862,"35-15 84th St Unit 1IQueens, NY 11372",40.7513972,-73.8824773
Condo for sale,1385000,1,2,875,"301 W 57th St Apt 34ENew York, NY 10019",40.767078,-73.9831196
Pending,769000,3,2,1170,"10 Neal Dow AveStaten Island, NY 10314",40.6222601,-74.1349837
Co-op for sale,399000,1,1,2184.207862,"108 E 86th St Apt 1SWNew York, NY 10028",40.7797181,-73.9566929
Condo for sale,1385000,1,2,875,"301 W 57th St Apt 34ENew York, NY 10019",40.767078,-73.9831196
Pending,769000,3,2,1170,"10 Neal Dow AveStaten Island, NY 10314",40.6222601,-74.1349837
Co-op for sale,318000,1,1,2184.207862,"110-35 72nd Rd Unit 607Forest Hills, NY 11375",40.7203199,-73.84052
Multi-family home for sale,1580000,6,4,2184.207862,"73-09 21st AveJackson Heights, NY 11370",40.77038,-73.8961042
Co-op for sale,1300000,2,2,2184.207862,"425 W 24th St Unit 3GFManhattan, NY 10011",40.747844,-74.00189
Condo for sale,625000,3,1,458,"173 McGuinness Blvd Unit 3CBrooklyn, NY 11222",40.7282026,-73.9504745
Co-op for sale,290000,3,1,2184.207862,"301 E 63rd St Apt 8DNew York, NY 10065",40.7631466,-73.9622114
Co-op for sale,419000,2,1,1000,"458 Neptune Ave Apt 6HBrooklyn, NY 11224",40.5794182,-73.9709078
Co-op for sale,448000,1,1,750,"221 McDonald Ave Apt 2JBrooklyn, NY 11218",40.6492641,-73.98034
Pending,540000,2,2,823,"118-82 Metropolitan Ave Unit 7CKew Gardens, NY 11415",40.7059564,-73.8319922
House for sale,549990,3,2,1782,"3080 Coddington AveBronx, NY 10461",40.8411589,-73.8265147
Condo for sale,299000,1,1,671,"837 Washington Ave Apt 4ABronx, NY 10451",40.8225186,-73.9117785
Contingent,840000,5,1,1182,"331 Leonard AveStaten Island, NY 10302",40.6192205,-74.1425531
Condo for sale,15250000,4,5,4264,"551 W 21st St Apt 15ANew York, NY 10011",40.7474926,-74.0072666
Co-op for sale,420000,3,2,1200,"99-11 60 Ave Unit 1HCorona, NY 11368",40.7367277,-73.8586765
Multi-family home for sale,1550000,7,3,2024,"6741 Colonial RdBrooklyn, NY 11220",40.6384136,-74.0305401
House for sale,668888,3,2,2184.207862,"87 Hewitt AveStaten Island, NY 10301",40.6078478,-74.0994376
Condo for sale,225000,3,1,2184.207862,"971 Jerome St Apt 3ABrooklyn, NY 11207",40.6570179,-73.8781548
Condo for sale,975000,2,1,1164,"20 West St Unit 18Manhattan, NY 10004",40.7061841,-74.0156098
Townhouse for sale,1900000,4,4,2184.207862,"362 Hawthorne St Unit TownhouseBrooklyn, NY 11225",40.6577472,-73.9484157
Co-op for sale,450500,2,1,1200,"162-41 Powells Cove Blvd Unit 2OBeechhurst, NY 11357",40.7941499,-73.79959
Co-op for sale,399000,3,2,2184.207862,"2475 W 16th St Apt 12HBrooklyn, NY 11214",40.5866482,-73.9845156
Pending,249000,2,1,900,"2601 Henry Hudson West Parkway Pkwy W Unit 6CBronx, NY 10463",40.8808392,-73.9191025
Co-op for sale,175000,3,1,2184.207862,"99-40 63 Rd Unit 5ARego Park, NY 11374",40.7324206,-73.8555724
Co-op for sale,720000,1,1,2184.207862,"220 Congress St Apt 4DBrooklyn, NY 11201",40.687871,-73.994454
Townhouse for sale,6995000,6,5,3552,"74 Macdougal StManhattan, NY 10012",40.7283165,-74.0017116
Co-op for sale,2150000,2,2,2184.207862,"1035 Fifth Ave # 4DNew York, NY 10028",40.7805609,-73.9608663
House for sale,1388800,6,4,2146,"37 Douglas RdStaten Island, NY 10304",40.6066676,-74.093461
Multi-family home for sale,1400000,6,2,1600,"2419 Arthur AveBronx, NY 10458",40.8561226,-73.8873536
Condo for sale,2250000,3,2,2184.207862,"353 3rd St Apt 5BBrooklyn, NY 11215",40.6731905,-73.9835999
Multi-family home for sale,1170000,5,4,3120,"2623 Mill AveBrooklyn, NY 11234",40.6090159,-73.9118129
Condo for sale,350000,3,2,2184.207862,"527 E 156th St Unit 67CBronx, NY 10455",40.8203804,-73.9109368
Contingent,748800,3,2,1242,"437 Buel AveStaten Island, NY 10305",40.5831679,-74.0887805
Condo for sale,469000,2,1,780,"104-33 39th Ave Unit 3D-ACorona, NY 11368",40.751236,-73.8610379
Condo for sale,1355000,3,2,2184.207862,"316 22nd St Unit 1BBrooklyn, NY 11215",40.6588717,-73.9912442
Multi-family home for sale,1099000,6,5,2184.207862,"245 Vermont StBrooklyn, NY 11207",40.6738741,-73.8941707
Pending,250000,1,1,2184.207862,"18 Brighton 8thBrighton Beach, NY 11235",40.5838809,-73.9614297
Pending,860000,3,4,2325,"270 Ramapo AveStaten Island, NY 10309",40.5394441,-74.2109853
Co-op for sale,2250000,2,2,2184.207862,"825 Fifth Ave Unit 16DNew York, NY 10065",40.7670351,-73.970568
Co-op for sale,288800,2,1,2184.207862,"77-32 Vleigh Pl Unit 82EFlushing, NY 11367",40.7198854,-73.8209128
Condo for sale,285000,1,1,613,"20 Cliff St Apt 5HStaten Island, NY 10305",40.6109595,-74.060351
Co-op for sale,399000,3,1,2184.207862,"512 W 156th St Apt 33New York, NY 10032",40.8323885,-73.9433069
Condo for sale,489000,2,2,1100,"1075 E 72nd St Unit 43Brooklyn, NY 11234",40.6280579,-73.9171101
Multi-family home for sale,1098000,3,3,1155,"200-03 34th AveBayside, NY 11361",40.7668927,-73.787636
Townhouse for sale,1200000,3,2.373860858,2184.207862,"435 81st StBrooklyn, NY 11209",40.6260506,-74.0258346
House for sale,1750000,4,1,2184.207862,"39-15 212th StBayside, NY 11361",40.7642941,-73.7730781
Multi-family home for sale,999999,8,2,3023,"895 E 37th StBrooklyn, NY 11210",40.6350854,-73.9408271
Co-op for sale,1890000,2,2,2184.207862,"45 E 72nd St Apt 11BNew York, NY 10021",40.7716485,-73.9646206
Co-op for sale,180000,3,1,500,"90-11 35th Ave Unit 1LJackson Heights, NY 11372",40.7525699,-73.87724
Pending,1600000,6,2,2128,"155 Sterling StBrooklyn, NY 11225",40.6630373,-73.9558549
Condo for sale,9995000,4,4,2918,"1049 Fifth Ave Unit 17BNew York, NY 10028",40.7810722,-73.9599463
Co-op for sale,5400000,4,2,3800,"14 Wooster St Apt 4New York, NY 10013",40.7213533,-74.0032588
Co-op for sale,3395000,2,2,1525,"2 Charlton St Unit 1ABManhattan, NY 10014",40.7268776,-74.0038573
Condo for sale,1050000,4,2,2800,"1025 45th St Apt 1DBrooklyn, NY 11219",40.6408974,-73.9954451
House for sale,799000,3,2,1000,"2455 E 13th StBrooklyn, NY 11235",40.5907198,-73.956552
Condo for sale,698000,1,1,721,"18 Eldridge St Apt 2BNew York, NY 10002",40.7148425,-73.9934391
Multi-family home for sale,1699000,6,2,2184.207862,"265 78th StBrooklyn, NY 11209",40.629645,-74.0292549
Condo for sale,558000,2,1,747,"22-40 80th St Unit 133FEast Elmhurst, NY 11370",40.7677997,-73.8900207
Condo for sale,1900000,2,2,1035,"220 E 65th St Apt 20BNew York, NY 10065",40.7642638,-73.9626394
Condo for sale,2150000,3,3,1315,"389 E 89th St Apt 17GNew York, NY 10128",40.7791164,-73.9482901
House for sale,769000,2,2,992,"20-08 150th StWhitestone, NY 11357",40.7810618,-73.8144859
Multi-family home for sale,1249999,6,3,3491,"5112 Post RdBronx, NY 10471",40.8961697,-73.8978853
Co-op for sale,419000,3,2.373860858,2184.207862,"1401 Ocean Ave Apt 8JBrooklyn, NY 11230",40.6278433,-73.9564523
Co-op for sale,329000,1,1,850,"464 Neptune Ave Apt 22HBrooklyn, NY 11224",40.5792324,-73.9713245
Co-op for sale,275000,1,1,650,"2053 Adam C Powell Blvd Unit 1ANew York, NY 10027",40.807254,-73.949107
Co-op for sale,438000,1,1,900,"142-05 Roosevelt Ave Unit 703Flushing, NY 11354",40.7607942,-73.8258766
Condo for sale,568000,1,1,680,"62 54 97th Pl Unit 16GQueens, NY 11374",40.733048,-73.8612179
Co-op for sale,2150000,3,2,2300,"52 Riverside Dr Apt 2ANew York, NY 10024",40.7840425,-73.9833243
House for sale,750000,2,2,2184.207862,"454 Nostrand Ave Apt 1Brooklyn, NY 11216",40.6834662,-73.9504976
Pending,999999,5,3,2184.207862,"91-31 113th StRichmond Hill, NY 11418",40.6941485,-73.8335209
Pending,1995000,2,2,2184.207862,"246 Sherman StBrooklyn, NY 11218",40.652842,-73.974441
Multi-family home for sale,875000,3,2.373860858,1688,"3949 Rombouts AveBronx, NY 10466",40.8905817,-73.8304424
House for sale,989000,4,3,1305,"81-36 267th StGlen Oaks, NY 11004",40.743303,-73.7039503
Co-op for sale,499000,3,2,1266,"61-20 Grand Central Pkwy Unit A1105Forest Hills, NY 11375",40.7379227,-73.8470718
Condo for sale,660400,1,2.373860858,2184.207862,"3 Court Sq WQueens, NY 11101",40.7478785,-73.9444755
Condo for sale,1199999,2,2,1197,"143 Meserole St Unit GardenBrooklyn, NY 11206",40.7081991,-73.9438121
House for sale,580880,4,2,1504,"976 Schenectady AveBrooklyn, NY 11203",40.6492194,-73.933307
Co-op for sale,1399000,1,1,2184.207862,"100 Riverside Dr Unit 19DNew York, NY 10024",40.7869306,-73.980845
Condo for sale,630000,2,2,2184.207862,"5-42 115th St Unit ACollege Point, NY 11356",40.7903558,-73.8528872
Contingent,479999,3,2,1510,"66 Bianca CtStaten Island, NY 10312",40.5646752,-74.1838356
Co-op for sale,460000,1,1,950,"7423 Ridge Blvd Apt 1DBrooklyn, NY 11209",40.6323374,-74.0301041
Condo for sale,1649000,3,2,2184.207862,"401 E 89th St Apt 10KManhattan, NY 10128",40.7787875,-73.9473234
Co-op for sale,5999000,4,3,3900,"322 E 57th St Units 12 & 13AManhattan, NY 10022",40.7588099,-73.9645276
Condo for sale,845000,1,1,692,"510 E 80th St Apt 12DManhattan, NY 10075",40.771604,-73.949419
Co-op for sale,160000,1,1,2184.207862,"5601 Riverdale Ave Apt 3SBronx, NY 10471",40.9048823,-73.9051113
House for sale,729000,3,2,1854,"3126 Mermaid AveBrooklyn, NY 11224",40.5749619,-73.9982799
Condo for sale,995000,1,1,2184.207862,"382 Central Park W Apt 18LNew York, NY 10025",40.7935585,-73.9656011
Co-op for sale,565000,4,1,1024,"54 E 129th St Apt 6BManhattan, NY 10035",40.807789,-73.938228
House for sale,875000,2,1,1050,"2161 W 7th StBrooklyn, NY 11223",40.5949166,-73.9779852
Pending,1280000,5,4,3600,"371 Swinnerton StStaten Island, NY 10307",40.4995462,-74.2443078
Co-op for sale,248000,1,1,800,"142-20 26 Ave Unit 2AFlushing, NY 11354",40.7741978,-73.8256676
House for sale,1295000,3,2,2184.207862,"1235 E 10th StBrooklyn, NY 11230",40.6189992,-73.9648549
Condo for sale,4995000,3,4,3750,"213 W 23rd St Apt 5NNew York, NY 10011",40.7445521,-73.9963339
Co-op for sale,330000,2,1,2184.207862,"66-15 Wetherole St Unit A6Rego Park, NY 11374",40.7256799,-73.85726
Townhouse for sale,6500000,5,4,4000,"247 E 71st StNew York, NY 10021",40.7685714,-73.959526
Multi-family home for sale,789000,4,2,2184.207862,"205-23 113 AveSaint Albans, NY 11412",40.7029196,-73.7500482
House for sale,3250000,8,4,2184.207862,"4970 Independence AveBronx, NY 10471",40.8984527,-73.9105843
Condo for sale,3200000,3,3,1820,"675 Sackett St Apt 105Brooklyn, NY 11217",40.6779373,-73.981685
Multi-family home for sale,5980000,40,20,15500,"35-54 95th StJackson Heights, NY 11372",40.7514679,-73.8726192
Multi-family home for sale,1499000,3,2,3090,"746 50th StBrooklyn, NY 11220",40.6416317,-74.0049828
